id,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
4198,1,0,32,5,0,3,0.09,0,0.0,5
4199,1,0,54,9,0,1,0.02,0,0.0,1
4200,0,0,182,32,0,0,0.0,0,0.0,1
4201,0,0,103,14,0,0,0.0,0,0.0,5
4202,1,0,28,4,0,1,0.04,0,0.0,5
4203,1,0,66,10,0,5,0.08,0,0.0,5
4204,0,0,33,4,0,0,0.0,0,0.0,5
4205,1,0,87,12,0,6,0.07,1,0.01,1
4206,1,0,36,5,0,0,0.0,0,0.0,1
4207,1,0,78,11,0,5,0.06,0,0.0,3
4208,0,0,65,10,0,0,0.0,0,0.0,5
4209,0,0,158,19,0,0,0.0,0,0.0,5
4210,1,0,80,9,0,5,0.06,0,0.0,5
4211,1,0,6,1,0,2,0.33,0,0.0,1
4212,0,0,44,7,0,0,0.0,0,0.0,1
4213,0,0,49,8,0,0,0.0,0,0.0,1
4214,0,0,13,2,0,0,0.0,0,0.0,5
4215,1,0,100,14,0,5,0.05,0,0.0,1
4216,0,0,17,2,0,0,0.0,0,0.0,5
4217,1,0,80,11,0,5,0.06,0,0.0,2
4218,0,0,30,5,0,0,0.0,0,0.0,5
4219,1,0,13,2,0,0,0.0,0,0.0,5
4220,0,0,63,7,0,0,0.0,0,0.0,5
4221,0,0,33,4,0,0,0.0,0,0.0,5
4222,0,0,18,4,0,0,0.0,0,0.0,5
4223,0,0,47,7,0,0,0.0,0,0.0,5
4224,0,0,46,7,0,0,0.0,0,0.0,5
4225,0,0,54,7,0,0,0.0,0,0.0,5
4226,0,0,116,17,0,0,0.0,0,0.0,3
4227,0,0,382,63,0,0,0.0,0,0.0,4
4228,1,0,234,33,0,3,0.01,5,0.02,1
4229,1,0,103,19,0,1,0.01,3,0.03,1
4230,1,0,69,10,0,4,0.06,4,0.06,5
4231,1,0,127,18,0,3,0.02,0,0.0,1
4232,1,0,98,13,0,3,0.03,0,0.0,1
4233,0,0,311,45,0,0,0.0,1,0.0,1
4234,1,0,177,23,0,5,0.03,0,0.0,5
4235,1,0,26,4,0,0,0.0,2,0.08,1
4236,0,0,52,9,0,0,0.0,0,0.0,5
4237,1,0,18,4,0,2,0.11,0,0.0,3
4238,0,0,67,9,0,0,0.0,0,0.0,5
4239,1,0,32,4,0,2,0.06,0,0.0,4
4240,0,0,132,20,0,0,0.0,0,0.0,1
4241,1,0,30,3,0,5,0.17,0,0.0,5
4242,0,0,67,8,0,0,0.0,0,0.0,5
4243,1,0,77,10,0,4,0.05,1,0.01,5
4244,1,0,42,6,0,2,0.05,0,0.0,5
4245,1,0,73,10,0,1,0.01,0,0.0,3
4246,0,0,94,14,2,0,0.0,0,0.0,5
4247,0,0,90,14,0,0,0.0,0,0.0,5
4248,1,0,87,12,0,2,0.02,0,0.0,3
4249,0,0,40,5,0,0,0.0,0,0.0,1
4250,1,0,415,57,0,0,0.0,0,0.0,1
4251,0,0,189,27,1,0,0.0,2,0.01,1
4252,0,0,48,9,0,0,0.0,0,0.0,5
4253,1,0,23,3,0,0,0.0,0,0.0,5
4254,1,0,32,4,0,0,0.0,0,0.0,5
4255,0,0,294,41,0,0,0.0,1,0.0,3
4256,1,0,87,13,0,6,0.07,0,0.0,5
4257,1,0,6,1,0,0,0.0,0,0.0,5
4258,1,0,38,5,0,2,0.05,0,0.0,4
4259,0,0,205,29,0,0,0.0,0,0.0,1
4260,1,0,144,19,0,6,0.04,0,0.0,1
4261,0,0,68,9,0,0,0.0,0,0.0,5
4262,0,0,99,17,0,0,0.0,1,0.01,3
4263,0,0,19,2,0,0,0.0,0,0.0,5
4264,1,0,62,8,0,2,0.03,0,0.0,5
4265,1,0,20,3,0,1,0.05,0,0.0,3
4266,0,0,168,23,0,0,0.0,0,0.0,4
4267,1,0,29,3,0,1,0.03,0,0.0,1
4268,0,0,76,11,0,0,0.0,0,0.0,5
4269,1,0,85,12,0,5,0.06,0,0.0,5
4270,1,0,107,15,1,3,0.03,0,0.0,3
4271,1,0,145,21,0,5,0.03,0,0.0,1
4272,0,0,219,36,0,0,0.0,3,0.01,3
4273,1,0,96,11,0,4,0.04,3,0.03,5
4274,1,0,24,4,0,0,0.0,0,0.0,1
4275,0,0,37,5,0,0,0.0,0,0.0,1
4276,1,0,37,5,0,0,0.0,0,0.0,3
4277,1,0,36,5,0,2,0.06,0,0.0,5
4278,0,0,86,13,0,0,0.0,0,0.0,1
4279,1,0,25,4,0,1,0.04,0,0.0,5
4280,0,0,222,31,0,0,0.0,0,0.0,1
4281,1,0,39,5,0,3,0.08,0,0.0,5
4282,0,0,155,25,0,0,0.0,0,0.0,1
4283,1,0,44,6,0,4,0.09,0,0.0,5
4284,1,0,71,10,0,3,0.04,1,0.01,1
4285,0,0,251,33,0,0,0.0,0,0.0,3
4286,1,0,61,10,0,3,0.05,0,0.0,5
4287,1,0,63,9,0,3,0.05,0,0.0,5
4288,1,0,51,7,0,2,0.04,0,0.0,1
4289,1,0,62,9,0,3,0.05,0,0.0,5
4290,0,0,155,22,0,0,0.0,0,0.0,5
4291,1,0,25,3,0,1,0.04,0,0.0,5
4292,1,0,148,22,0,3,0.02,1,0.01,5
4293,1,0,43,6,0,3,0.07,0,0.0,1
4294,0,0,134,19,0,0,0.0,0,0.0,5
4295,0,0,239,40,0,0,0.0,0,0.0,3
4296,0,0,33,6,0,0,0.0,0,0.0,1
4297,0,0,119,18,0,0,0.0,4,0.03,5
4298,1,0,239,35,0,8,0.03,0,0.0,1
4299,1,0,42,8,0,2,0.05,0,0.0,5
4300,0,0,14,2,0,0,0.0,0,0.0,5
4301,0,0,93,16,0,0,0.0,0,0.0,1
4302,1,0,254,27,0,1,0.0,3,0.01,1
4303,1,0,98,15,0,6,0.06,0,0.0,5
4304,0,0,29,3,0,0,0.0,0,0.0,5
4305,1,0,77,12,0,6,0.08,0,0.0,5
4306,1,0,43,6,0,3,0.07,1,0.02,5
4307,0,0,20,3,0,0,0.0,0,0.0,5
4308,1,0,24,3,0,2,0.08,0,0.0,5
4309,1,0,49,7,0,3,0.06,0,0.0,5
4310,0,0,68,9,0,0,0.0,0,0.0,1
4311,0,0,45,6,0,0,0.0,0,0.0,1
4312,1,0,28,4,0,0,0.0,3,0.11,1
4313,0,0,136,21,2,0,0.0,2,0.01,1
4314,0,0,84,11,0,0,0.0,0,0.0,2
4315,1,0,10,2,0,0,0.0,0,0.0,1
4316,1,0,76,12,0,6,0.08,0,0.0,1
4317,0,0,152,21,0,0,0.0,1,0.01,5
4318,1,0,33,5,0,4,0.12,0,0.0,1
4319,0,0,84,12,0,0,0.0,0,0.0,1
4320,0,0,189,26,0,0,0.0,0,0.0,1
4321,0,0,41,6,0,0,0.0,0,0.0,3
4322,1,0,47,7,0,4,0.09,1,0.02,1
4323,1,0,14,2,0,0,0.0,0,0.0,1
4324,1,0,26,4,0,2,0.08,0,0.0,1
4325,0,0,220,32,3,0,0.0,0,0.0,1
4326,1,0,31,4,0,1,0.03,0,0.0,1
4327,0,0,107,14,0,0,0.0,1,0.01,2
4328,0,0,497,74,0,0,0.0,2,0.0,4
4329,1,0,66,11,1,5,0.08,0,0.0,1
4330,0,0,69,13,0,0,0.0,0,0.0,1
4331,0,0,92,16,0,0,0.0,2,0.02,1
4332,1,0,47,6,0,4,0.09,0,0.0,5
4333,1,0,45,7,0,5,0.11,0,0.0,5
4334,0,0,244,41,0,0,0.0,3,0.01,5
4335,1,0,24,4,0,1,0.04,0,0.0,5
4336,1,0,146,22,0,6,0.04,3,0.02,1
4337,0,0,57,10,1,0,0.0,0,0.0,5
4338,0,0,61,8,0,0,0.0,0,0.0,5
4339,0,0,22,3,0,0,0.0,0,0.0,1
4340,0,0,45,7,1,0,0.0,0,0.0,1
4341,0,0,79,12,0,0,0.0,0,0.0,1
4342,1,0,159,21,0,6,0.04,0,0.0,1
4343,1,0,18,3,0,2,0.11,0,0.0,4
4344,1,0,16,3,0,1,0.06,0,0.0,4
4345,1,0,170,23,0,8,0.05,0,0.0,5
4346,1,0,200,28,0,5,0.02,0,0.0,1
4347,1,0,194,27,0,6,0.03,0,0.0,1
4348,1,0,42,8,0,2,0.05,2,0.05,3
4349,0,0,168,23,0,0,0.0,0,0.0,1
4350,1,0,72,11,0,3,0.04,0,0.0,5
4351,0,0,563,86,0,0,0.0,0,0.0,1
4352,1,0,22,3,0,1,0.05,0,0.0,1
4353,0,0,290,50,0,0,0.0,0,0.0,1
4354,1,0,24,3,0,1,0.04,0,0.0,5
4355,0,0,159,24,0,0,0.0,0,0.0,1
4356,0,0,211,35,0,0,0.0,3,0.01,1
4357,1,0,27,4,0,1,0.04,0,0.0,5
4358,1,0,15,2,0,1,0.07,0,0.0,1
4359,0,0,257,41,0,0,0.0,0,0.0,5
4360,0,0,243,36,0,0,0.0,0,0.0,1
4361,0,0,59,10,0,0,0.0,0,0.0,1
4362,1,0,317,46,0,8,0.03,0,0.0,5
4363,0,0,446,68,0,0,0.0,3,0.01,1
4364,0,0,44,6,0,0,0.0,0,0.0,5
4365,0,0,204,29,0,0,0.0,0,0.0,1
4366,0,0,17,2,0,0,0.0,0,0.0,5
4367,1,0,61,9,0,1,0.02,4,0.07,1
4368,1,0,284,39,0,3,0.01,3,0.01,1
4369,1,0,72,8,0,1,0.01,2,0.03,1
4370,0,0,40,7,0,0,0.0,0,0.0,1
4371,1,0,16,2,0,0,0.0,0,0.0,2
4372,1,0,35,5,0,1,0.03,0,0.0,2
4373,1,0,250,36,0,5,0.02,0,0.0,1
4374,0,0,113,17,1,0,0.0,0,0.0,1
4375,1,0,132,18,0,0,0.0,6,0.05,1
4376,0,0,114,16,0,0,0.0,3,0.03,1
4377,1,0,6,1,0,0,0.0,0,0.0,5
4378,1,0,29,4,0,2,0.07,0,0.0,4
4379,1,0,32,5,0,3,0.09,0,0.0,5
4380,0,0,153,19,0,0,0.0,0,0.0,1
4381,0,0,161,22,3,0,0.0,0,0.0,2
4382,0,0,203,30,0,0,0.0,0,0.0,1
4383,1,0,13,2,0,0,0.0,0,0.0,5
4384,0,0,172,23,0,0,0.0,0,0.0,5
4385,1,0,35,4,0,2,0.06,0,0.0,5
4386,1,0,120,16,0,5,0.04,0,0.0,1
4387,0,0,33,5,0,0,0.0,0,0.0,5
4388,1,0,42,6,0,2,0.05,0,0.0,2
4389,0,0,172,26,0,0,0.0,0,0.0,4
4390,0,0,39,5,0,0,0.0,0,0.0,5
4391,0,0,56,8,1,0,0.0,0,0.0,5
4392,0,0,341,52,0,0,0.0,0,0.0,5
4393,0,0,68,9,0,0,0.0,0,0.0,1
4394,0,0,82,15,0,0,0.0,0,0.0,2
4395,1,0,213,31,0,8,0.04,0,0.0,1
4396,0,0,59,9,0,0,0.0,0,0.0,5
4397,0,0,12,2,0,0,0.0,0,0.0,1
4398,1,0,13,2,0,1,0.08,0,0.0,5
4399,0,0,49,5,0,0,0.0,0,0.0,5
4400,1,0,53,6,0,1,0.02,2,0.04,3
4401,1,0,149,17,0,5,0.03,0,0.0,3
4402,1,0,87,12,0,2,0.02,0,0.0,1
4403,1,0,24,3,0,2,0.08,0,0.0,5
4404,1,0,20,4,0,1,0.05,1,0.05,1
4405,1,0,107,18,0,4,0.04,1,0.01,1
4406,0,0,22,3,0,0,0.0,0,0.0,5
4407,0,0,82,10,0,0,0.0,0,0.0,1
4408,0,0,16,2,0,0,0.0,0,0.0,5
4409,1,0,284,39,0,3,0.01,3,0.01,1
4410,0,0,113,14,0,0,0.0,0,0.0,5
4411,0,0,56,10,0,0,0.0,0,0.0,1
4412,0,0,77,11,0,0,0.0,0,0.0,5
4413,1,0,123,18,0,5,0.04,0,0.0,5
4414,0,0,164,28,0,0,0.0,0,0.0,5
4415,1,0,75,10,0,2,0.03,0,0.0,1
4416,1,0,342,50,0,5,0.01,1,0.0,1
4417,1,0,49,7,0,3,0.06,0,0.0,1
4418,0,0,84,14,0,0,0.0,0,0.0,5
4419,1,0,125,17,0,2,0.02,0,0.0,5
4420,0,0,56,8,0,0,0.0,0,0.0,1
4421,1,0,115,15,0,1,0.01,0,0.0,3
4422,1,0,47,7,0,1,0.02,0,0.0,1
4423,1,0,90,9,0,1,0.01,2,0.02,1
4424,0,0,51,6,0,0,0.0,0,0.0,5
4425,1,0,87,12,0,5,0.06,0,0.0,1
4426,0,0,307,47,0,0,0.0,0,0.0,3
4427,0,0,91,13,0,0,0.0,0,0.0,5
4428,0,0,258,41,0,0,0.0,0,0.0,5
4429,1,0,223,32,0,6,0.03,0,0.0,5
4430,0,0,54,8,0,0,0.0,0,0.0,5
4431,0,0,244,37,0,0,0.0,2,0.01,5
4432,1,0,78,14,0,2,0.03,0,0.0,4
4433,1,0,30,5,0,0,0.0,0,0.0,3
4434,1,0,51,7,0,3,0.06,0,0.0,5
4435,1,0,155,24,0,6,0.04,0,0.0,1
4436,0,0,162,23,1,0,0.0,0,0.0,1
4437,1,0,46,6,0,3,0.07,0,0.0,5
4438,1,0,21,2,0,2,0.1,0,0.0,5
4439,1,0,130,20,0,8,0.06,2,0.02,5
4440,0,0,12,2,0,0,0.0,0,0.0,1
4441,1,0,96,8,0,1,0.01,2,0.02,1
4442,0,0,109,17,0,0,0.0,0,0.0,4
4443,1,0,20,3,0,1,0.05,0,0.0,3
4444,0,0,52,7,0,0,0.0,0,0.0,5
4445,1,0,17,3,0,0,0.0,0,0.0,1
4446,0,0,83,12,0,0,0.0,0,0.0,5
4447,0,0,48,7,0,0,0.0,0,0.0,5
4448,1,0,18,3,0,0,0.0,0,0.0,5
4449,0,0,9,1,0,0,0.0,0,0.0,1
4450,1,0,72,11,0,5,0.07,0,0.0,1
4451,0,0,253,41,0,0,0.0,0,0.0,5
4452,1,0,61,9,0,1,0.02,0,0.0,5
4453,0,0,88,15,0,0,0.0,0,0.0,1
4454,0,0,28,4,0,0,0.0,0,0.0,5
4455,1,0,112,17,0,3,0.03,1,0.01,5
4456,1,0,58,9,0,2,0.03,3,0.05,1
4457,0,0,257,41,0,0,0.0,0,0.0,5
4458,1,0,187,30,0,5,0.03,2,0.01,3
4459,1,0,41,5,0,2,0.05,0,0.0,5
4460,0,0,97,13,0,0,0.0,0,0.0,5
4461,1,0,55,8,0,7,0.13,0,0.0,5
4462,0,0,19,2,0,0,0.0,0,0.0,5
4463,1,0,28,5,0,2,0.07,0,0.0,5
4464,0,0,25,3,0,0,0.0,0,0.0,5
4465,1,0,55,8,0,2,0.04,0,0.0,4
4466,0,0,39,5,0,0,0.0,0,0.0,1
4467,1,0,36,6,0,3,0.08,0,0.0,1
4468,1,0,136,19,0,5,0.04,0,0.0,5
4469,1,0,26,5,0,2,0.08,0,0.0,5
4470,1,0,41,6,0,5,0.12,0,0.0,4
4471,1,0,105,18,0,0,0.0,0,0.0,1
4472,1,0,16,2,0,0,0.0,0,0.0,5
4473,0,0,162,26,0,0,0.0,0,0.0,1
4474,0,0,138,18,0,0,0.0,0,0.0,5
4475,1,0,306,50,0,10,0.03,2,0.01,5
4476,1,0,21,3,0,1,0.05,0,0.0,5
4477,1,0,41,7,0,4,0.1,0,0.0,4
4478,0,0,100,15,0,0,0.0,0,0.0,5
4479,1,0,15,2,0,2,0.13,0,0.0,5
4480,0,0,57,8,0,0,0.0,0,0.0,1
4481,0,0,87,13,0,0,0.0,0,0.0,1
4482,1,0,371,41,0,1,0.0,3,0.01,3
4483,1,0,167,22,0,7,0.04,0,0.0,5
4484,1,0,37,5,0,3,0.08,0,0.0,4
4485,1,0,196,30,0,7,0.04,3,0.02,1
4486,1,0,59,9,0,3,0.05,0,0.0,5
4487,1,0,130,19,0,5,0.04,0,0.0,5
4488,0,0,657,104,0,0,0.0,6,0.01,1
4489,1,0,37,6,0,2,0.05,0,0.0,5
4490,1,0,16,3,0,1,0.06,0,0.0,5
4491,1,0,20,4,0,2,0.1,0,0.0,5
4492,1,0,192,27,0,7,0.04,0,0.0,1
4493,0,0,115,18,0,0,0.0,0,0.0,3
4494,1,0,20,4,0,2,0.1,0,0.0,4
4495,0,0,96,13,0,0,0.0,0,0.0,1
4496,0,0,77,10,0,0,0.0,0,0.0,5
4497,1,0,342,48,0,7,0.02,0,0.0,1
4498,1,0,192,27,0,7,0.04,0,0.0,1
4499,1,0,53,8,0,0,0.0,0,0.0,5
4500,0,0,34,4,0,0,0.0,0,0.0,1
4501,0,0,201,29,0,0,0.0,0,0.0,5
4502,1,0,37,6,0,4,0.11,0,0.0,5
4503,1,0,21,3,0,0,0.0,0,0.0,1
4504,0,0,246,40,0,0,0.0,0,0.0,2
4505,1,0,59,8,0,2,0.03,0,0.0,5
4506,0,0,108,14,0,0,0.0,0,0.0,5
4507,1,0,29,4,0,0,0.0,0,0.0,3
4508,1,0,43,7,0,2,0.05,0,0.0,5
4509,1,0,56,11,0,3,0.05,2,0.04,3
4510,0,0,25,4,0,0,0.0,0,0.0,3
4511,0,0,51,8,0,0,0.0,0,0.0,5
4512,1,0,17,2,0,0,0.0,0,0.0,5
4513,1,0,112,16,0,5,0.04,0,0.0,5
4514,1,0,61,8,0,4,0.07,0,0.0,1
4515,1,0,58,7,0,3,0.05,0,0.0,5
4516,0,0,124,20,0,0,0.0,0,0.0,4
4517,0,0,267,35,0,0,0.0,0,0.0,5
4518,1,0,135,20,0,0,0.0,0,0.0,1
4519,0,0,115,16,0,0,0.0,0,0.0,1
4520,0,0,55,9,0,0,0.0,2,0.04,1
4521,0,0,133,18,0,0,0.0,0,0.0,1
4522,1,0,31,4,0,3,0.1,0,0.0,1
4523,1,0,100,14,0,6,0.06,0,0.0,5
4524,0,0,46,7,0,0,0.0,0,0.0,3
4525,1,0,36,5,0,0,0.0,0,0.0,1
4526,1,0,121,18,0,0,0.0,0,0.0,1
4527,0,0,2,1,0,0,0.0,0,0.0,1
4528,0,0,50,7,0,0,0.0,0,0.0,5
4529,0,0,608,100,2,0,0.0,5,0.01,4
4530,1,0,37,4,0,1,0.03,0,0.0,1
4531,1,0,92,13,0,3,0.03,0,0.0,5
4532,0,0,242,38,0,0,0.0,0,0.0,5
4533,0,0,24,4,0,0,0.0,0,0.0,3
4534,0,0,109,18,0,0,0.0,1,0.01,1
4535,1,0,95,14,0,4,0.04,0,0.0,5
4536,0,0,67,8,0,0,0.0,0,0.0,5
4537,0,0,130,20,0,0,0.0,2,0.02,5
4538,1,0,23,4,0,0,0.0,2,0.09,1
4539,0,0,152,22,0,0,0.0,0,0.0,5
4540,1,0,97,14,0,4,0.04,0,0.0,1
4541,1,0,41,6,0,5,0.12,0,0.0,5
4542,0,0,39,5,0,0,0.0,0,0.0,1
4543,1,0,50,8,0,2,0.04,0,0.0,2
4544,0,0,12,2,0,0,0.0,0,0.0,1
4545,1,0,14,2,0,1,0.07,0,0.0,1
4546,0,0,122,15,0,0,0.0,0,0.0,5
4547,0,0,16,2,0,0,0.0,0,0.0,1
4548,1,0,17,3,0,2,0.12,0,0.0,2
4549,0,0,35,4,0,0,0.0,0,0.0,5
4550,1,0,45,6,0,3,0.07,0,0.0,5
4551,1,0,45,7,0,2,0.04,0,0.0,5
4552,1,0,147,18,0,6,0.04,0,0.0,5
4553,0,0,171,30,0,0,0.0,0,0.0,1
4554,0,0,431,59,0,0,0.0,2,0.0,5
4555,0,0,381,65,0,0,0.0,5,0.01,1
4556,0,0,46,7,0,0,0.0,0,0.0,3
4557,1,0,31,5,0,3,0.1,0,0.0,5
4558,1,0,147,23,0,5,0.03,3,0.02,1
4559,1,0,43,7,0,3,0.07,2,0.05,5
4560,1,0,6,1,0,1,0.17,0,0.0,3
4561,0,0,72,10,1,0,0.0,0,0.0,2
4562,0,0,460,68,0,0,0.0,0,0.0,1
4563,0,0,60,10,0,0,0.0,0,0.0,5
4564,0,0,26,3,0,0,0.0,0,0.0,4
4565,1,0,75,13,0,4,0.05,0,0.0,1
4566,0,0,9,1,0,0,0.0,0,0.0,3
4567,0,0,197,31,0,0,0.0,2,0.01,4
4568,0,0,33,5,0,0,0.0,0,0.0,5
4569,1,0,70,10,0,4,0.06,1,0.01,4
4570,0,0,35,4,0,0,0.0,0,0.0,5
4571,0,0,116,17,0,0,0.0,1,0.01,3
4572,1,0,257,27,0,1,0.0,2,0.01,1
4573,1,0,49,6,0,5,0.1,0,0.0,4
4574,1,0,100,15,0,3,0.03,1,0.01,1
4575,1,0,36,5,0,2,0.06,0,0.0,5
4576,0,0,28,3,0,0,0.0,0,0.0,5
4577,1,0,197,29,0,9,0.05,0,0.0,1
4578,0,0,298,44,0,0,0.0,0,0.0,1
4579,0,0,36,6,0,0,0.0,0,0.0,5
4580,1,0,43,5,0,2,0.05,0,0.0,1
4581,0,0,11,2,0,0,0.0,0,0.0,1
4582,1,0,69,13,0,2,0.03,3,0.04,1
4583,1,0,60,8,0,3,0.05,1,0.02,1
4584,0,0,200,32,1,0,0.0,3,0.02,4
4585,1,0,14,3,0,4,0.29,0,0.0,5
4586,1,0,64,9,0,5,0.08,0,0.0,5
4587,1,0,40,5,0,2,0.05,0,0.0,5
4588,0,0,63,8,0,0,0.0,0,0.0,5
4589,0,0,26,3,0,0,0.0,0,0.0,3
4590,0,0,92,13,0,0,0.0,0,0.0,5
4591,1,0,51,7,0,2,0.04,0,0.0,1
4592,1,0,119,17,0,4,0.03,0,0.0,5
4593,1,0,121,17,0,4,0.03,0,0.0,5
4594,1,0,6,1,0,0,0.0,0,0.0,2
4595,0,0,545,74,1,0,0.0,3,0.01,1
4596,0,0,67,10,0,0,0.0,0,0.0,5
4597,0,0,22,3,0,0,0.0,0,0.0,5
4598,1,0,27,4,0,1,0.04,0,0.0,1
4599,1,0,77,11,0,4,0.05,0,0.0,3
4600,1,0,19,3,0,0,0.0,0,0.0,5
4601,0,0,29,4,0,0,0.0,0,0.0,1
4602,1,0,550,78,1,8,0.01,5,0.01,3
4603,1,0,64,8,0,4,0.06,0,0.0,5
4604,1,0,25,4,0,3,0.12,0,0.0,5
4605,0,0,26,4,0,0,0.0,0,0.0,3
4606,0,0,104,12,0,0,0.0,0,0.0,1
4607,1,0,35,6,0,4,0.11,0,0.0,1
4608,1,0,46,7,0,3,0.07,0,0.0,5
4609,0,0,51,11,0,0,0.0,0,0.0,1
4610,1,0,49,6,0,0,0.0,0,0.0,5
4611,0,0,68,10,0,0,0.0,0,0.0,5
4612,1,0,156,19,0,2,0.01,0,0.0,1
4613,1,0,9,1,0,0,0.0,0,0.0,5
4614,1,0,112,14,0,6,0.05,0,0.0,5
4615,1,0,136,20,0,4,0.03,0,0.0,1
4616,0,0,381,65,0,0,0.0,5,0.01,1
4617,1,0,72,11,0,5,0.07,0,0.0,1
4618,0,0,372,57,0,0,0.0,0,0.0,1
4619,1,0,19,4,0,1,0.05,0,0.0,2
4620,1,0,57,10,0,4,0.07,0,0.0,1
4621,1,0,28,4,0,3,0.11,0,0.0,5
4622,0,0,41,6,0,0,0.0,0,0.0,1
4623,0,0,54,7,0,0,0.0,0,0.0,5
4624,1,0,151,22,0,6,0.04,0,0.0,1
4625,0,0,270,39,0,0,0.0,0,0.0,4
4626,0,0,22,4,0,0,0.0,0,0.0,2
4627,1,0,40,8,0,2,0.05,0,0.0,2
4628,1,0,157,21,0,4,0.03,2,0.01,1
4629,1,0,13,2,0,0,0.0,0,0.0,3
4630,0,0,60,9,0,0,0.0,0,0.0,5
4631,0,0,273,41,1,0,0.0,1,0.0,5
4632,1,0,19,2,0,3,0.16,0,0.0,5
4633,1,0,60,9,0,3,0.05,0,0.0,5
4634,1,0,64,9,0,3,0.05,0,0.0,5
4635,0,0,211,30,0,0,0.0,0,0.0,1
4636,1,0,170,22,0,1,0.01,3,0.02,1
4637,1,0,55,8,0,1,0.02,0,0.0,1
4638,0,0,122,19,0,0,0.0,0,0.0,2
4639,1,0,26,4,0,4,0.15,0,0.0,5
4640,0,0,366,54,2,0,0.0,1,0.0,5
4641,1,0,23,4,0,1,0.04,0,0.0,5
4642,0,0,53,7,0,0,0.0,0,0.0,5
4643,1,0,11,2,0,1,0.09,0,0.0,5
4644,0,0,35,5,0,0,0.0,0,0.0,1
4645,0,0,239,35,0,0,0.0,4,0.02,5
4646,1,0,104,19,0,6,0.06,3,0.03,5
4647,0,0,41,6,0,0,0.0,0,0.0,5
4648,1,0,51,7,0,3,0.06,0,0.0,2
4649,0,0,57,9,0,0,0.0,0,0.0,5
4650,1,0,60,9,0,5,0.08,0,0.0,4
4651,1,0,84,13,0,5,0.06,0,0.0,1
4652,1,0,57,8,0,3,0.05,0,0.0,5
4653,0,0,160,24,0,0,0.0,0,0.0,4
4654,0,0,52,7,0,0,0.0,0,0.0,5
4655,1,0,96,12,0,5,0.05,0,0.0,5
4656,1,0,40,5,0,2,0.05,0,0.0,5
4657,0,0,15,2,0,0,0.0,0,0.0,2
4658,0,0,138,20,0,0,0.0,0,0.0,5
4659,0,0,100,13,1,0,0.0,0,0.0,4
4660,1,0,49,7,0,4,0.08,0,0.0,5
4661,0,0,144,21,0,0,0.0,0,0.0,2
4662,0,0,294,41,0,0,0.0,1,0.0,3
4663,0,0,59,8,0,0,0.0,0,0.0,5
4664,0,0,207,30,0,0,0.0,0,0.0,1
4665,1,0,29,4,0,1,0.03,0,0.0,1
4666,0,0,39,5,0,0,0.0,0,0.0,1
4667,0,0,191,28,1,0,0.0,0,0.0,3
4668,1,0,48,8,0,2,0.04,1,0.02,5
4669,0,0,78,12,0,0,0.0,0,0.0,5
4670,0,0,18,3,0,0,0.0,0,0.0,1
4671,1,0,15,3,0,3,0.2,0,0.0,5
4672,1,0,46,8,0,0,0.0,1,0.02,1
4673,1,0,39,7,0,0,0.0,1,0.03,4
4674,0,0,62,11,0,0,0.0,0,0.0,1
4675,0,0,168,27,0,0,0.0,0,0.0,5
4676,0,0,266,38,0,0,0.0,5,0.02,1
4677,0,0,244,37,0,0,0.0,2,0.01,5
4678,0,0,37,6,0,0,0.0,1,0.03,3
4679,0,0,23,3,0,0,0.0,0,0.0,1
4680,0,0,34,5,0,0,0.0,0,0.0,1
4681,0,0,107,13,0,0,0.0,0,0.0,5
4682,0,0,24,3,0,0,0.0,0,0.0,5
4683,0,0,104,15,0,0,0.0,0,0.0,3
4684,1,0,136,19,0,3,0.02,0,0.0,1
4685,1,0,24,4,0,0,0.0,0,0.0,1
4686,0,0,285,44,0,0,0.0,3,0.01,3
4687,1,0,54,8,0,3,0.06,0,0.0,5
4688,0,0,39,4,0,0,0.0,0,0.0,5
4689,1,0,73,9,0,3,0.04,0,0.0,5
4690,0,0,15,2,0,0,0.0,0,0.0,5
4691,1,0,179,24,0,6,0.03,0,0.0,5
4692,1,0,56,7,0,3,0.05,0,0.0,1
4693,1,0,89,12,0,4,0.04,0,0.0,3
4694,1,0,220,34,0,6,0.03,1,0.0,5
4695,0,0,80,12,0,0,0.0,1,0.01,1
4696,0,0,133,18,0,0,0.0,0,0.0,1
4697,0,0,39,8,0,0,0.0,2,0.05,4
4698,1,0,53,7,0,0,0.0,0,0.0,1
4699,0,0,20,3,0,0,0.0,0,0.0,1
4700,1,0,149,22,0,7,0.05,0,0.0,5
4701,0,0,22,2,0,0,0.0,0,0.0,5
4702,1,0,22,4,0,0,0.0,0,0.0,5
4703,1,0,9,1,0,0,0.0,0,0.0,1
4704,0,0,81,13,0,0,0.0,0,0.0,3
4705,0,0,250,43,0,0,0.0,2,0.01,5
4706,0,0,103,16,0,0,0.0,0,0.0,1
4707,1,0,152,25,0,4,0.03,1,0.01,1
4708,0,0,94,12,0,0,0.0,0,0.0,5
4709,0,0,159,26,0,0,0.0,0,0.0,2
4710,1,0,22,4,0,2,0.09,0,0.0,1
4711,0,0,150,22,0,0,0.0,1,0.01,1
4712,1,0,32,4,0,5,0.16,0,0.0,4
4713,0,0,33,4,0,0,0.0,0,0.0,5
4714,1,0,135,19,0,4,0.03,0,0.0,1
